occurrence_id,deck,deck_path,slide_number,hidden_slide,occurrence_ordinal,asset_kind,object_id,object_name,alt_title,alt_description,decorative,relationship_id,relationship_type,media_path,external,crop,image_format,mime_type,width_px,height_px,bytes,sha256,duplicate_group,duplicate_occurrences
DPN03. Heuristics & Biases:s48:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",48,False,1,embedded-image,6,Picture 9,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image33.png,False,,PNG,image/png,1672,941,1579257,ebae7fd0c917cf24ef051c9415cb2118bb36d5d9bc30909d68f99780e16503e7,sha256:ebae7fd0c917cf24,1
DPN03. Heuristics & Biases:s49:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",49,False,1,embedded-image,9,Picture 2,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image34.jpeg,False,,JPEG,image/jpeg,613,326,44844,b0ed98fad86c3773afc6fe8268b3bd57f2fe3678c34662e9e73c3129933002fe,sha256:b0ed98fad86c3773,1
DPN03. Heuristics & Biases:s49:o2,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",49,False,2,embedded-image,12,Picture 7,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image35.jpeg,False,,JPEG,image/jpeg,462,645,69279,90635d6853b743997e1be8498d40c7bcf1a7e993fa6c845586ab808290dac1e4,sha256:90635d6853b74399,2
DPN03. Heuristics & Biases:s49:o3,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",49,False,3,embedded-image,13,Picture 8,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image36.jpeg,False,,JPEG,image/jpeg,480,645,72849,9568a063e2f83c863cf119eeab957e7b2daf61bae4d771259e00bbcfc75c2f00,sha256:9568a063e2f83c86,2
DPN03. Heuristics & Biases:s49:o4,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",49,False,4,embedded-image,14,Picture 4,,,False,rId6,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image37.png,False,,PNG,image/png,1489,577,250945,86deda321283dd7b05a7cdab0b8c20a3c5dd3c041030e372967bf45a7bd103d1,sha256:86deda321283dd7b,1
DPN03. Heuristics & Biases:s51:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",51,False,1,embedded-image,11,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image30.png,False,r=65899,PNG,image/png,1933,533,78474,2b01b439a5971da38cb90f560663c3fa79865437d999b683f3d8764b830c13a1,sha256:2b01b439a5971da3,2
DPN03. Heuristics & Biases:s52:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",52,False,1,embedded-image,13,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image38.png,False,,PNG,image/png,740,334,69249,3f71da3f17a1410e27850addff8aab1557188e7df77d43bfd117a1682cc17509,sha256:3f71da3f17a1410e,1
DPN03. Heuristics & Biases:s52:o2,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",52,False,2,embedded-image,14,Content Placeholder 5,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image39.png,False,,PNG,image/png,740,331,125150,4c9eaa6290be67825faab28bd37e5fa0b4e093633c11b61751dfc63937a2603d,sha256:4c9eaa6290be6782,1
DPN03. Heuristics & Biases:s53:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",53,False,1,embedded-image,7,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image40.png,False,,PNG,image/png,733,338,125587,d3a5f57e3cd71fba0ea998d2fd49ce5c2d2d76fa52f6d84a5116af5c1ac86552,sha256:d3a5f57e3cd71fba,1
DPN03. Heuristics & Biases:s53:o2,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",53,False,2,embedded-image,8,Content Placeholder 5,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image41.png,False,,PNG,image/png,733,335,138467,a3616397a1faa367b3c2576d0fbd985c1e3796da15c14c95ceff8f62ec7e50f4,sha256:a3616397a1faa367,1
DPN03. Heuristics & Biases:s54:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",54,False,1,embedded-image,8,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image42.jpeg,False,,JPEG,image/jpeg,396,259,43241,4a29f9a9a111ef39fda1342d3d771207c55a712140106dc8bc2eafdedeb5e42a,sha256:4a29f9a9a111ef39,1
DPN03. Heuristics & Biases:s55:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",55,False,1,embedded-image,12,Picture 2,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image43.jpeg,False,,JPEG,image/jpeg,1140,655,155690,f67ef46d78fe6950d28bab072e5627eced61754a6176f95fd6b22f6a5417cf0b,sha256:f67ef46d78fe6950,1
DPN03. Heuristics & Biases:s55:o2,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",55,False,2,embedded-image,13,Picture 2,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image44.jpeg,False,,JPEG,image/jpeg,414,252,25803,ebb0a7722f05029634e439c735cda74d3d9016f71151023d12b11350ae1f0257,sha256:ebb0a7722f050296,1
DPN03. Heuristics & Biases:s57:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",57,False,1,embedded-image,8,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image45.png,False,,PNG,image/png,886,153,17246,4ca8561a38b1f828420b31a1ca19db6c0f0199b76f0ec83db90ab2982a3fb399,sha256:4ca8561a38b1f828,1
DPN03. Heuristics & Biases:s58:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",58,False,1,embedded-image,8,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image46.png,False,r=66070,PNG,image/png,1933,533,92557,58c6b01afd5c9e3b3efca653ecd87add3895762b4cf519241bdc5ac56057bcf4,sha256:58c6b01afd5c9e3b,1
DPN03. Heuristics & Biases:s59:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",59,False,1,embedded-image,10,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image47.png,False,,PNG,image/png,659,433,400594,d952c57216c1273013c6705cf1f6f21da49077153dea55a39ea694b37d344cad,sha256:d952c57216c12730,1
DPN03. Heuristics & Biases:s61:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",61,False,1,embedded-image,10,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image48.png,False,,PNG,image/png,640,462,280809,c1065373db12ea28a4d0b7f02ad61b41c7bc9f8c2bd8eb88cd7618405fa1c25b,sha256:c1065373db12ea28,2
DPN03. Heuristics & Biases:s61:o2,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",61,False,2,embedded-image,11,Picture 2,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image49.jpeg,False,,JPEG,image/jpeg,584,364,31223,6e7efc6cbd6b75f08039528727b475a7b8ccbc1f7c33849bf571b5d1803be16d,sha256:6e7efc6cbd6b75f0,2
DPN03. Heuristics & Biases:s62:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",62,False,1,embedded-image,17,Picture 4,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image50.jpeg,False,,JPEG,image/jpeg,1200,628,92017,4ee532c1954a67372c2637600aca0b8d622958b28a8dd300dcc05f7c1a20391e,sha256:4ee532c1954a6737,1
DPN03. Heuristics & Biases:s68:o1,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",68,False,1,embedded-image,18,Picture 8,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image51.png,False,b=53411,PNG,image/png,1206,774,224635,1a3e27adb280b4cbde1e600a75ebadcce9a15ae8cd54242fafe00e6484a11b1f,sha256:1a3e27adb280b4cb,1
DPN03. Heuristics & Biases:s68:o2,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",68,False,2,embedded-image,19,Picture 13,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image52.png,False,l=34271;r=32336,PNG,image/png,1933,533,134883,d05a39c48b605ccd4ac754d67875c91e0c44808260aa52445656042c2f0175c9,sha256:d05a39c48b605ccd,1
DPN03. Heuristics & Biases:s68:o3,DPN03. Heuristics & Biases.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN03. Heuristics & Biases.pptx",68,False,3,embedded-image,20,Image 1,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image53.png,False,,PNG,image/png,1641,488,269968,6a45a57b261cdc8d8f4954bee83520bc404a9cb53b9018526b083c8070df860a,sha256:6a45a57b261cdc8d,1
DPN04. Influence & Persuasion:s1:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",1,False,1,embedded-image,3,Picture 2,,s001_p01.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image1.png,False,l=110;r=110,PNG,image/png,1672,941,1843278,e6dedca6649905f9bfe8bb0c15275c0e34f75f8e3974efeaf41569777605e4e6,sha256:e6dedca6649905f9,1
DPN04. Influence & Persuasion:s4:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",4,False,1,embedded-image,6,Picture 5,,0d905a6a810300cce63f393a909e291818fd3ccb_v3.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image2.png,False,,PNG,image/png,1672,941,1883578,44937bcf0a4fbc39caf09fbb6b30bdef3a05a362023b71a90f680a9ec0ffe4cf,sha256:44937bcf0a4fbc39,1
DPN04. Influence & Persuasion:s6:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",6,False,1,embedded-image,2,Chimps outperform humans at memory task,,Chimps outperform humans at memory task,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image3.png,False,,PNG,image/png,300,240,108234,0a2d9a42c568be3eea0e9a95b9ba28ccfa8df6c04d945e60a4351bf32d69bfbc,sha256:0a2d9a42c568be3e,1
DPN04. Influence & Persuasion:s7:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",7,False,1,embedded-image,7,Picture 6,,"Chart, bar chart

Description automatically generated",False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image4.jpg,False,,JPEG,image/jpeg,1200,704,88546,05304ce2462b4a8be13802788b4ee90566bfb13ff5f3caecf07797aaf460855d,sha256:05304ce2462b4a8b,1
DPN04. Influence & Persuasion:s8:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",8,False,1,embedded-image,8,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image5.gif,False,,GIF,image/gif,883,843,22360,ce296bef2245f1888760e1a8c41e366778b2e0c4940cda7692e4924e5b5405a8,sha256:ce296bef2245f188,1
DPN04. Influence & Persuasion:s8:o2,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",8,False,2,embedded-image,9,Picture 8,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image6.jpg,False,,JPEG,image/jpeg,1124,1047,213179,40b08d0a0a93b0e2da4fa2fab70fbfcd382ba85c86f3874e4f817d96e1835d92,sha256:40b08d0a0a93b0e2,1
DPN04. Influence & Persuasion:s9:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",9,False,1,embedded-image,7,Content Placeholder 5,,"A person and a child walking on a cobblestone street

AI-generated content may be incorrect.",False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image7.jpeg,False,,JPEG,image/jpeg,995,1484,410961,31c371df5dc480d2eecf90f781493abb7fca68b1d1492c533659ff57211af0ae,sha256:31c371df5dc480d2,1
DPN04. Influence & Persuasion:s9:o2,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",9,False,2,embedded-image,8,Picture 7,,"A person and a child walking

AI-generated content may be incorrect.",False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image8.jpeg,False,,JPEG,image/jpeg,937,1586,339072,6785b6ad7654142d33eb7065246ee445673ba923423c5bc3c0f4ba956e58cd0c,sha256:6785b6ad7654142d,1
DPN04. Influence & Persuasion:s9:o3,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",9,False,3,embedded-image,4,Picture 3,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image9.jpeg,False,,JPEG,image/jpeg,522,850,162364,d5c0e9c17e24c9d4f95505620560d5ae573c2c6a1e3194f95e15e2c0644d26a4,sha256:d5c0e9c17e24c9d4,1
DPN04. Influence & Persuasion:s10:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",10,False,1,embedded-image,9,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image10.png,False,,PNG,image/png,272,238,66153,5ffb9c65553cbf7a4f2bb5fb170ab00f051f7f9d0e1db355c84a3feeb4c3d3d0,sha256:5ffb9c65553cbf7a,1
DPN04. Influence & Persuasion:s11:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",11,False,1,embedded-image,9,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image11.png,False,,PNG,image/png,1384,864,112970,91f9d0d6256e40c0d116bd7a0edb203bb480807b18ab6380d30b8be5a9849896,sha256:91f9d0d6256e40c0,1
DPN04. Influence & Persuasion:s13:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",13,False,1,embedded-image,6,Picture 5,,651c13fd0b182d7560770000c3c629b1a6eafcf2_v3.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image12.png,False,,PNG,image/png,1672,941,1616723,1d6ec2856dc680a2af43c5adbdbc385c2c0a86f82ace40ab168c1a7e5854f399,sha256:1d6ec2856dc680a2,1
DPN04. Influence & Persuasion:s15:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",15,False,1,embedded-image,6,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image13.png,False,,PNG,image/png,733,672,272960,5e19d5030124ec8044f1a270d7f584e52664c2b917b025ebbd73113021c4a413,sha256:5e19d5030124ec80,1
DPN04. Influence & Persuasion:s16:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",16,False,1,embedded-image,4,Picture 3,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image14.png,False,,PNG,image/png,671,378,238832,fa7113a12ea8e7eed39ee5781ccc115c41c0e0245b09af738ab2fb7ee8ebcae7,sha256:fa7113a12ea8e7ee,1
DPN04. Influence & Persuasion:s17:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",17,False,1,embedded-image,2050,Picture 2,,This is nft for me. The Emperor's New Clothes,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image15.jpeg,False,,JPEG,image/jpeg,700,506,146208,18d7275ac3e1bea6e429c75085ed7599aff54077ebd113060647384ab0e70c22,sha256:18d7275ac3e1bea6,1
DPN04. Influence & Persuasion:s18:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",18,False,1,embedded-image,1026,Picture 2,,Asch conformity experiments - Wikipedia,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image16.png,False,,PNG,image/png,270,221,1880,003ee12582fc2ca66821ad984fbe5017937eb3d359c4947a6e1193c1cfd1f98d,sha256:003ee12582fc2ca6,1
DPN04. Influence & Persuasion:s18:o2,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",18,False,2,embedded-image,8,Picture 7,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image17.png,False,,PNG,image/png,1910,518,251600,9a6bd14d025c8dd5e22602f5379c4d0c0e2925dd6722397c565f56349f8be4d3,sha256:9a6bd14d025c8dd5,1
DPN04. Influence & Persuasion:s19:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",19,False,1,embedded-image,16,Picture 15,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image18.png,False,,PNG,image/png,964,728,176920,30dc38c2e95182c56b73654c6f8bca22df08e26360a9c703dc7108485c5980ca,sha256:30dc38c2e95182c5,1
DPN04. Influence & Persuasion:s20:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",20,False,1,embedded-image,9,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image19.gif,False,,GIF,image/gif,1076,742,24588,60cab50dde3f3abc8b703965a851ec8735ff30234eb1cbbfdb0c6fedb115e640,sha256:60cab50dde3f3abc,1
DPN04. Influence & Persuasion:s22:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",22,False,1,embedded-image,11,Picture 10,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image20.png,False,,PNG,image/png,600,450,519059,9415ad1a1c5692f9e055c7c858ae4a019642acb3625c99c4191a12ac7b62f46c,sha256:9415ad1a1c5692f9,1
DPN04. Influence & Persuasion:s22:o2,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",22,False,2,embedded-image,14,Picture 13,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image21.jpeg,False,,JPEG,image/jpeg,975,720,181712,3acd11beccb7bbcbfa03a2c425723ed4e93fd82524dff6ea4f4cf8a36aad01f8,sha256:3acd11beccb7bbcb,1
DPN04. Influence & Persuasion:s23:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",23,False,1,embedded-image,7,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image22.jpeg,False,,JPEG,image/jpeg,919,1225,466122,1dc0ca4f8bf90e27d72ba7f010c157e4076d6080cb735be5e3c0bb4e1a75090f,sha256:1dc0ca4f8bf90e27,1
DPN04. Influence & Persuasion:s23:o2,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",23,False,2,embedded-image,9,Picture 8,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image23.jpeg,False,,JPEG,image/jpeg,1225,706,329208,67177dbb6bc3c57f8d28261535f252ec1cf31e8d86742127b66683cfbd354b94,sha256:67177dbb6bc3c57f,1
DPN04. Influence & Persuasion:s23:o3,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",23,False,3,embedded-image,10,Picture 9,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image24.jpeg,False,,JPEG,image/jpeg,596,1226,288508,f5ae836ee7d20346c9afd1bbde84b89258b597d2b134342592909f2434150a7f,sha256:f5ae836ee7d20346,1
DPN04. Influence & Persuasion:s23:o4,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",23,False,4,embedded-image,17,Picture 16,,,False,rId6,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image25.jpeg,False,,JPEG,image/jpeg,1225,919,511867,c7b9858bc62c48dbc49bba1da159bca3e0136a43d6afd5b8ec361031c2e3c3a4,sha256:c7b9858bc62c48db,1
DPN04. Influence & Persuasion:s24:o1,DPN04. Influence & Persuasion.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN04. Influence & Persuasion.pptx",24,False,1,embedded-image,8,Picture 7,,s027_p01.jpg,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image26.jpeg,False,,JPEG,image/jpeg,976,823,501107,30e809926646e06bcb52c08f3bb6d55380131b8dc236014d3f26cbc4fa039736,sha256:30e809926646e06b,1
